id,from_addr,to_addr,bg_id,county,state_or_territory,fullname,county_id,msa_id,tract_id,state_id,bg_pop,bg_smoke_risk,bg_pop_risk,bg_fire_risk,bg_overall_risk
536228,1101,1199,1.81E+11,Monroe,Indiana,W Twin Oaks Rdg,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536227,1100,1198,1.81E+11,Monroe,Indiana,W Twin Oaks Rdg,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536226,2301,2399,1.81E+11,Monroe,Indiana,Cutter Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536225,2300,2398,1.81E+11,Monroe,Indiana,Cutter Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536224,1001,2799,1.81E+11,Monroe,Indiana,Pinehurst Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536223,1000,2798,1.81E+11,Monroe,Indiana,Pinehurst Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536222,1201,2099,1.81E+11,Monroe,Indiana,S Cory Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536221,1200,1498,1.81E+11,Monroe,Indiana,S Cory Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536220,801,999,1.81E+11,Monroe,Indiana,S Peach Tree St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536219,1201,1299,1.81E+11,Monroe,Indiana,S Patterson Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536218,1200,1298,1.81E+11,Monroe,Indiana,S Patterson Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536217,1201,1499,1.81E+11,Monroe,Indiana,S Lakecrest Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536216,1300,1398,1.81E+11,Monroe,Indiana,S Lakecrest Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536215,901,2099,1.81E+11,Monroe,Indiana,W Allen St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536214,2501,2699,1.81E+11,Monroe,Indiana,S Addisyn Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536213,2500,2698,1.81E+11,Monroe,Indiana,S Addisyn Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536212,901,999,1.81E+11,Monroe,Indiana,W Cardinal Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536211,900,998,1.81E+11,Monroe,Indiana,W Cardinal Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536210,601,899,1.81E+11,Monroe,Indiana,W Cherokee Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536209,600,898,1.81E+11,Monroe,Indiana,W Cherokee Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536208,501,699,1.81E+11,Monroe,Indiana,W Duncan Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536207,500,698,1.81E+11,Monroe,Indiana,W Duncan Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536206,2301,2399,1.81E+11,Monroe,Indiana,Peoples Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536205,2300,2398,1.81E+11,Monroe,Indiana,Peoples Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536204,501,899,1.81E+11,Monroe,Indiana,W Chambers Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536203,500,898,1.81E+11,Monroe,Indiana,W Chambers Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536202,2701,2799,1.81E+11,Monroe,Indiana,S Jalen Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536201,2700,2798,1.81E+11,Monroe,Indiana,S Jalen Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536200,801,1399,1.81E+11,Monroe,Indiana,W Thomson Park Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536199,800,1398,1.81E+11,Monroe,Indiana,W Thomson Park Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536198,2601,2699,1.81E+11,Monroe,Indiana,S Isabel Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536197,1400,2698,1.81E+11,Monroe,Indiana,S Isabel Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536196,1301,1399,1.81E+11,Monroe,Indiana,S Corly Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536195,1300,1398,1.81E+11,Monroe,Indiana,S Corly Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536194,2001,2099,1.81E+11,Monroe,Indiana,W Arbor Ridge Way,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536193,1900,2098,1.81E+11,Monroe,Indiana,W Arbor Ridge Way,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536192,2601,2699,1.81E+11,Monroe,Indiana,Southern Ridge Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536191,2600,2698,1.81E+11,Monroe,Indiana,Southern Ridge Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536190,1201,1299,1.81E+11,Monroe,Indiana,S Patterson Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536189,1200,1298,1.81E+11,Monroe,Indiana,S Patterson Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536188,800,998,1.81E+11,Monroe,Indiana,S Ransom Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536187,1101,2799,1.81E+11,Monroe,Indiana,S Weimer Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536186,2101,2199,1.81E+11,Monroe,Indiana,Harmony Pl,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536185,2100,2198,1.81E+11,Monroe,Indiana,Harmony Pl,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536184,1101,2799,1.81E+11,Monroe,Indiana,Pinemeadow Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536183,1100,2798,1.81E+11,Monroe,Indiana,Pinemeadow Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536182,2201,2299,1.81E+11,Monroe,Indiana,S Star Vw,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536181,2200,2298,1.81E+11,Monroe,Indiana,S Star Vw,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536180,2301,2399,1.81E+11,Monroe,Indiana,Boulder Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536179,2300,2398,1.81E+11,Monroe,Indiana,Boulder Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536178,2301,2399,1.81E+11,Monroe,Indiana,Zona Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536177,2300,2398,1.81E+11,Monroe,Indiana,Zona Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536176,2246,2698,1.81E+11,Monroe,Indiana,S Rockport Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536175,1701,1799,1.81E+11,Monroe,Indiana,W Sunstone Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536174,1600,1898,1.81E+11,Monroe,Indiana,W Sunstone Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536173,2001,2099,1.81E+11,Monroe,Indiana,S Bernard Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536172,2000,2098,1.81E+11,Monroe,Indiana,S Bernard Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536171,2501,2699,1.81E+11,Monroe,Indiana,S Sunflower Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536170,2500,2698,1.81E+11,Monroe,Indiana,S Sunflower Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536169,2601,2699,1.81E+11,Monroe,Indiana,S Twin Oaks Vly,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536168,2600,2698,1.81E+11,Monroe,Indiana,S Twin Oaks Vly,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536167,2301,2399,1.81E+11,Monroe,Indiana,Terra Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536166,2300,2398,1.81E+11,Monroe,Indiana,Terra Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536165,1301,1499,1.81E+11,Monroe,Indiana,W Adams Hill Cir,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536164,1200,2498,1.81E+11,Monroe,Indiana,W Adams Hill Cir,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536163,1700,1798,1.81E+11,Monroe,Indiana,W Eventide Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536162,601,799,1.81E+11,Monroe,Indiana,W Guy Ave,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536161,600,798,1.81E+11,Monroe,Indiana,W Guy Ave,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536160,1201,1299,1.81E+11,Monroe,Indiana,S Tall Oaks Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536159,1200,1298,1.81E+11,Monroe,Indiana,S Tall Oaks Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536158,2401,2499,1.81E+11,Monroe,Indiana,S Maston Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536157,2400,2498,1.81E+11,Monroe,Indiana,S Maston Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536156,2100,2298,1.81E+11,Monroe,Indiana,W Sudbury Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536155,1401,1599,1.81E+11,Monroe,Indiana,W Petal Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536154,1400,1598,1.81E+11,Monroe,Indiana,W Petal Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536153,2101,2199,1.81E+11,Monroe,Indiana,S Susie St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536152,2100,2198,1.81E+11,Monroe,Indiana,S Susie St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536151,1201,1299,1.81E+11,Monroe,Indiana,S Shadeland Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536150,1200,1298,1.81E+11,Monroe,Indiana,S Shadeland Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536149,2401,2499,1.81E+11,Monroe,Indiana,W Lakecrest Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536148,2000,2498,1.81E+11,Monroe,Indiana,W Lakecrest Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536147,1201,1299,1.81E+11,Monroe,Indiana,Rolling Ridge Way,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536146,1202,1298,1.81E+11,Monroe,Indiana,Rolling Ridge Way,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536145,1301,2099,1.81E+11,Monroe,Indiana,W R C A Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536144,1300,2098,1.81E+11,Monroe,Indiana,W R C A Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536143,1101,2799,1.81E+11,Monroe,Indiana,S Adams St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536142,2600,2798,1.81E+11,Monroe,Indiana,S Adams St,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536141,101,1599,1.81E+11,Monroe,Indiana,W Countryside Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536140,100,1298,1.81E+11,Monroe,Indiana,W Countryside Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536139,2301,2399,1.81E+11,Monroe,Indiana,S Quarry Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536138,2300,2398,1.81E+11,Monroe,Indiana,S Quarry Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536137,1401,1499,1.81E+11,Monroe,Indiana,S Beech Tree Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536136,1400,1498,1.81E+11,Monroe,Indiana,S Beech Tree Ln,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536135,2601,2699,1.81E+11,Monroe,Indiana,Southern Pines Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536134,2600,2698,1.81E+11,Monroe,Indiana,Southern Pines Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536133,2401,2499,1.81E+11,Monroe,Indiana,S Woolery Mill Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536132,2400,2498,1.81E+11,Monroe,Indiana,S Woolery Mill Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536131,1901,2449,1.81E+11,Monroe,Indiana,W Bloomfield Rd,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536130,2501,2699,1.81E+11,Monroe,Indiana,S Delila Star Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536129,2500,2698,1.81E+11,Monroe,Indiana,S Delila Star Dr,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536128,2619,2699,1.81E+11,Monroe,Indiana,S Southern Pines Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536127,2620,2698,1.81E+11,Monroe,Indiana,S Southern Pines Ct,18105,14020,18105000402,18,243,0.2604294,0.085626,0.1422693,0.2911455
536757,801,1199,1.81E+11,Monroe,Indiana,N Jackson St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536756,800,1198,1.81E+11,Monroe,Indiana,N Jackson St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536755,900,1498,1.81E+11,Monroe,Indiana,N Crescent Rd,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536754,1201,1719,1.81E+11,Monroe,Indiana,Arlington Rd,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536753,1201,1299,1.81E+11,Monroe,Indiana,N Glandore Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536752,1401,1499,1.81E+11,Monroe,Indiana,Habitat St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536751,1400,1498,1.81E+11,Monroe,Indiana,Habitat St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536750,1101,1299,1.81E+11,Monroe,Indiana,N Madison St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536749,1000,1298,1.81E+11,Monroe,Indiana,N Madison St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536748,918,1098,1.81E+11,Monroe,Indiana,N Summit St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536747,697,1699,1.81E+11,Monroe,Indiana,W 11th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536746,696,1698,1.81E+11,Monroe,Indiana,W 11th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536745,101,499,1.81E+11,Monroe,Indiana,Hopewell St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536744,100,498,1.81E+11,Monroe,Indiana,Hopewell St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536743,1201,1399,1.81E+11,Monroe,Indiana,N Arlington Park Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536742,331,699,1.81E+11,Monroe,Indiana,N Adams St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536741,330,698,1.81E+11,Monroe,Indiana,N Adams St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536740,1101,1599,1.81E+11,Monroe,Indiana,14th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536739,1500,1598,1.81E+11,Monroe,Indiana,14th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536738,501,1099,1.81E+11,Monroe,Indiana,W 12th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536737,500,1098,1.81E+11,Monroe,Indiana,W 12th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536736,601,1399,1.81E+11,Monroe,Indiana,N Monroe St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536735,600,1398,1.81E+11,Monroe,Indiana,N Monroe St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536734,1201,1599,1.81E+11,Monroe,Indiana,15th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536733,1200,1598,1.81E+11,Monroe,Indiana,15th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536732,801,999,1.81E+11,Monroe,Indiana,W 13th Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536731,800,998,1.81E+11,Monroe,Indiana,W 13th Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536730,301,499,1.81E+11,Monroe,Indiana,N Hay St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536729,300,498,1.81E+11,Monroe,Indiana,N Hay St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536728,2308,2398,1.81E+11,Monroe,Indiana,W Benham Ln,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536727,801,1299,1.81E+11,Monroe,Indiana,W Cottage Grove Ave,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536726,800,1298,1.81E+11,Monroe,Indiana,W Cottage Grove Ave,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536725,1101,1399,1.81E+11,Monroe,Indiana,N Hancock Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536724,1100,1398,1.81E+11,Monroe,Indiana,N Hancock Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536723,1201,1299,1.81E+11,Monroe,Indiana,Central St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536722,1201,1299,1.81E+11,Monroe,Indiana,W Central St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536721,1101,1699,1.81E+11,Monroe,Indiana,12th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536720,1100,1698,1.81E+11,Monroe,Indiana,12th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536719,701,999,1.81E+11,Monroe,Indiana,N Fairview St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536718,704,998,1.81E+11,Monroe,Indiana,N Fairview St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536717,801,1199,1.81E+11,Monroe,Indiana,N Illinois St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536716,800,1198,1.81E+11,Monroe,Indiana,N Illinois St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536715,601,1399,1.81E+11,Monroe,Indiana,N Maple St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536714,600,1398,1.81E+11,Monroe,Indiana,N Maple St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536713,2201,2299,1.81E+11,Monroe,Indiana,W Lejac Ln,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536712,2200,2298,1.81E+11,Monroe,Indiana,W Lejac Ln,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536711,401,1499,1.81E+11,Monroe,Indiana,W 13th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536710,400,1498,1.81E+11,Monroe,Indiana,W 13th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536709,701,1199,1.81E+11,Monroe,Indiana,N Oolitic Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536708,700,1198,1.81E+11,Monroe,Indiana,N Oolitic Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536707,2301,2399,1.81E+11,Monroe,Indiana,W Evergreen Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536706,2300,2598,1.81E+11,Monroe,Indiana,W Evergreen Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536705,1301,1949,1.81E+11,Monroe,Indiana,W Vernal Pike,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536704,1300,2226,1.81E+11,Monroe,Indiana,W Vernal Pike,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536703,1301,1499,1.81E+11,Monroe,Indiana,N Kinser Pike,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536702,301,1199,1.81E+11,Monroe,Indiana,W 16th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536701,300,1198,1.81E+11,Monroe,Indiana,W 16th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536700,2201,2399,1.81E+11,Monroe,Indiana,Beaumont St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536699,2200,2398,1.81E+11,Monroe,Indiana,Beaumont St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536698,801,1099,1.81E+11,Monroe,Indiana,N Blair Ave,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536697,800,998,1.81E+11,Monroe,Indiana,N Blair Ave,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536696,301,1999,1.81E+11,Monroe,Indiana,W 17th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536695,1401,1499,1.81E+11,Monroe,Indiana,W Illinois Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536694,1400,1498,1.81E+11,Monroe,Indiana,W Illinois Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536693,801,1199,1.81E+11,Monroe,Indiana,N Orris Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536692,800,1198,1.81E+11,Monroe,Indiana,N Orris Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536691,601,1099,1.81E+11,Monroe,Indiana,N Summitt St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536690,600,1098,1.81E+11,Monroe,Indiana,N Summitt St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536689,1701,1899,1.81E+11,Monroe,Indiana,W Marquis Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536688,1800,1898,1.81E+11,Monroe,Indiana,W Marquis Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536687,301,399,1.81E+11,Monroe,Indiana,W Kenwood Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536686,300,398,1.81E+11,Monroe,Indiana,W Kenwood Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536685,1501,1699,1.81E+11,Monroe,Indiana,W 7th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536684,1500,1698,1.81E+11,Monroe,Indiana,W 7th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536683,801,999,1.81E+11,Monroe,Indiana,W 12th Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536682,800,998,1.81E+11,Monroe,Indiana,W 12th Ct,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536681,601,799,1.81E+11,Monroe,Indiana,N Alexander St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536680,600,798,1.81E+11,Monroe,Indiana,N Alexander St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536679,901,1199,1.81E+11,Monroe,Indiana,W 14th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536678,900,1098,1.81E+11,Monroe,Indiana,W 14th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536677,100,798,1.81E+11,Monroe,Indiana,N Johnson Ave,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536676,701,1499,1.81E+11,Monroe,Indiana,N Lindbergh Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536675,700,1498,1.81E+11,Monroe,Indiana,N Lindbergh Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536674,401,499,1.81E+11,Monroe,Indiana,N Ritter St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536673,400,498,1.81E+11,Monroe,Indiana,N Ritter St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536672,1201,1399,1.81E+11,Monroe,Indiana,N Lismore Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536671,1200,1398,1.81E+11,Monroe,Indiana,N Lismore Dr,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536670,1301,1799,1.81E+11,Monroe,Indiana,W 8th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536669,1300,1798,1.81E+11,Monroe,Indiana,W 8th St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
536668,301,499,1.81E+11,Monroe,Indiana,Spring St,18105,14020,18105000601,18,174,0.7107502,0.2030075,0.4455391,0.8374224
